MD5KEY_ORDERSALE,ChangeReceived,OrderNumber,TaxAmount,MealLocation,TransactionId,StoreNumber,date
7055F5017FBC190D2C100013E8F477A1,8.49,3163,1.76,0,3163,12631,2015-03-31
706D447C8C5CBEC1E0091627089DFDC7,0.0,3310,0.47,0,3310,4904,2015-03-31
70889DE9A70EA99D3E656752E61F1444,3.45,3340,0.51,0,3340,4904,2015-03-31
71FF91DCE275B0FD9154CDE083376743,1.11,3180,1.14,0,3180,12631,2015-03-31
720FD602E212412E2A84BA62FF7242A2,13.5,1126,0.5,0,1126,20974,2015-03-31
7215D67D4332E9A0C377D76BF49ADEA0,0.18,1825,0.17,1,1825,46673,2015-03-31
73399304C45541078AFBC7A255605B4D,0.01,3086,0.74,0,3086,12631,2015-03-31
736EDCBECB38BBE00761CBC3FB8D87CB,4.58,1088,0.42,0,1088,20974,2015-03-31
73881412E1AB8253ABB3700B8C88CEA9,0.0,3199,0.58,0,3199,12631,2015-03-31
73B1A41D951A45C21A0EEB137F7C3B2C,0.0,3296,0.47,0,3296,4904,2015-03-31
73BE102DE7F922743E7D609AAEAD68DE,0.0,3288,0.0,1,3288,4904,2015-03-31
73CCE7F350CA7806CDB3A0762CC86A50,0.15,1868,0.0,1,1868,46673,2015-03-31
742DC19F95C49CA905B574388DEB0F84,0.0,1169,0.74,0,1169,20974,2015-03-31
748D8934D322995F86F2E7CBCF752037,3.6,3249,0.0,1,3249,4904,2015-03-31
76A93DE6DE842A2EC56A6983962297BE,0.0,3413,0.68,0,3413,4904,2015-03-31
76AAAADD5E18280B34B82B491226A3EB,0.0,1114,0.5,0,1114,20974,2015-03-31
77A6A939F031445652940027FA68F732,0.0,1149,0.74,0,1149,20974,2015-03-31
7818DCFD7B09446559E6236A2A74FCD5,1.5,3390,0.0,1,3390,4904,2015-03-31
7838BB280E8C90C1899D59D7A50C598F,0.0,3101,0.47,0,3101,12631,2015-03-31
788B57F16E39BA4F9F5203FC55CAA3F6,0.0,1090,1.48,0,1090,20974,2015-03-31
7929F411269C750A006DC2ABFBA3CD29,0.37,3172,0.38,0,3172,12631,2015-03-31
794971953EA9DBCFAD938D40A9B26F50,0.0,3325,0.41,0,3325,4904,2015-03-31
795F84A13927AC472ABD0E1431A27AB5,0.0,1164,0.0,0,1164,20974,2015-03-31
79C305259B91E5F121D27CF43C8030F3,0.0,1095,0.5,0,1095,20974,2015-03-31
79F6DB64C8B611514B7E482517746378,0.0,3460,0.48,0,3460,4904,2015-03-31
7A661A2B66EC9CFABD916FF3451776C2,0.0,1143,1.0,0,1143,20974,2015-03-31
7ABC2E024C7369F60AC55BA9E3AD893F,3.61,3167,1.34,0,3167,12631,2015-03-31
7AD633648386BCF5F36368827D0FCE71,0.24,3263,0.76,0,3263,4904,2015-03-31
7B2643B827957E5BD34C585221730B7F,0.0,1075,0.5,0,1075,20974,2015-03-31
7BCB9BDE2BBF2B3EFA836068D138BC55,0.0,3337,0.62,0,3337,4904,2015-03-31
7CB585DE7EBED4778B0956325161853F,0.0,3254,0.0,1,3254,4904,2015-03-31
7DC7A9232A6D211BC36563CC6E43B4DC,0.0,3428,1.09,0,3428,4904,2015-03-31
7E5F884DCD704958D66D0DA4A861E5A2,0.0,3341,0.54,0,3341,4904,2015-03-31
7E9A2763956BF399797142F08B9C6E54,15.0,1107,0.4,0,1107,20974,2015-03-31
7FB1923ED9F27F07652142EF92FF02B8,4.03,3252,0.47,0,3252,4904,2015-03-31
8019D3CE085FA334324DAF3DC62C1169,0.25,1853,0.0,1,1853,46673,2015-03-31
804B40EE48C51E049E562327F3FFAF1B,3.15,1864,0.15,0,1864,46673,2015-03-31
809478A11EA20F97F6E07B6ACE99BCD9,0.0,3281,0.0,1,3281,4904,2015-03-31
809DE7ADD11A81601B2713DC35182997,0.46,3191,0.54,0,3191,12631,2015-03-31
80E7CB1D755542CD4EE2A5DF6ED54A7F,0.0,1119,1.6,0,1119,20974,2015-03-31
8107C0A4DF8DF64A3FCB5B600A5B13CF,0.46,3126,0.54,0,3126,12631,2015-03-31
81A30F76C498DEF33E362C978D2F7AD6,0.0,3183,0.0,0,3183,12631,2015-03-31
82880E8C85F771AEA843A191EA5D054F,0.0,3287,0.12,1,3287,4904,2015-03-31
835B0A43580FBAF8D02181C2A9838DDD,0.0,1144,0.5,0,1144,20974,2015-03-31
835B2EEB3FBA6A1DD671EC213A90071A,0.0,1060,1.2,0,1060,20974,2015-03-31
843151DB0D0DDCA7C10832D9DC46E6FD,8.77,1886,0.93,0,1886,46673,2015-03-31
8452A1A58BF03779E895568944CA31D4,0.0,3145,0.6,0,3145,12631,2015-03-31
846F6621FAF6508869E1727EC7D509D2,0.0,3142,1.29,0,3142,12631,2015-03-31
8508AEF96B36EFEBFE86D414C917E9ED,0.0,3363,0.47,0,3363,4904,2015-03-31
86FBFC4ABD787D73A50325487AF3602F,0.0,3125,0.58,0,3125,12631,2015-03-31
871B080A9848BF8A77FB68177ADDE1D7,0.0,3092,0.56,0,3092,12631,2015-03-31
875197B61312F6716FE83BD8BB85B9A4,0.0,1124,0.5,0,1124,20974,2015-03-31
8766DA7C9821EFFC7A0EFC2B8387231F,0.44,1086,3.21,0,1087,20974,2015-03-31
877DFD016B42D282085D510BDD97FE91,0.4,3371,0.0,1,3371,4904,2015-03-31
87DC422EC55043EABC267496EBE259E1,0.0,1831,1.02,0,1831,46673,2015-03-31
889F07E09E041F1C1A33FF198C07C7A4,0.0,1863,0.54,0,1863,46673,2015-03-31
890DF61DE3D6DA7382F58BC8781D599D,0.0,3330,0.12,1,3330,4904,2015-03-31
8976F76EF65610E057A96598E9DA0609,0.0,3467,0.57,0,3467,4904,2015-03-31
899B81A4022AB80D07956BD07ADD72A6,0.0,3455,0.47,0,3455,4904,2015-03-31
89AE3739E0EB0221012A5DEF21A57392,12.3,3367,0.6,0,3367,4904,2015-03-31
8A1C46A3F72C5B3EA5C3F9E4EAF65E75,0.0,3464,0.54,0,3464,4904,2015-03-31
8AB2A0BAB9308B83317F18A9BFB0B903,3.12,1072,0.53,0,1072,20974,2015-03-31
8B1A1DE6A2101C4D9D7A31B3FDA751FC,0.5,3283,0.0,1,3283,4904,2015-03-31
8B472AA8514AC570AFDA9C9EF362EB2C,0.0,1849,0.54,0,1849,46673,2015-03-31
8B72695115062223EC56F4A7F5691AE5,0.0,3439,0.0,0,3439,4904,2015-03-31
8C232EF261CF4182837A0E4294E5C0CA,0.0,3453,0.57,0,3453,4904,2015-03-31
8C9B6ABCC8372A97E1738E277C315DA0,0.0,3382,0.0,1,3382,4904,2015-03-31
8D554B8C5DC0A4C7AA291209AFD16535,14.01,3193,0.49,0,3193,12631,2015-03-31
8DBEAAB96E7EB2C78FACB38DC6AEA3B9,3.72,3293,1.28,0,3293,4904,2015-03-31
8ECD811290A79CDAE3EBE922AC4C7A55,0.0,3410,0.57,0,3410,4904,2015-03-31
8F998DBB100CD0309C0F1303F6347C30,0.46,3168,0.54,0,3168,12631,2015-03-31
8FA77B80C6A543D0D51ADA69710960A5,0.0,3112,0.54,0,3112,12631,2015-03-31
905AE9D4C98672D9F402EAE4F999BFAF,0.0,3122,0.87,0,3122,12631,2015-03-31
90B7BD196B1B47067E010D2D2093D19F,14.75,1870,0.0,1,1870,46673,2015-03-31
91414CBA7496D9307BC6FC7770403170,9.96,1839,0.19,1,1839,46673,2015-03-31
92149B16C1C26273313B72DF2A46A73E,0.09,1155,0.61,0,1155,20974,2015-03-31
921C0F88A5A32277AD78C87C85731D98,1.86,3253,0.64,0,3253,4904,2015-03-31
922AC131F020EC3ED99B3D3D32A179E3,0.0,3087,0.65,0,3087,12631,2015-03-31
9260A31FF3F9623B68036A15B720E29B,0.0,3318,0.57,0,3318,4904,2015-03-31
9289FB4C4C4EA0DD80F0A093ABB147C0,13.87,1829,0.13,1,1829,46673,2015-03-31
946DBBBDD3353ED60567C3C3F3C93C4D,0.0,3250,0.47,0,3250,4904,2015-03-31
94B042D7EC9FF83EC0FB2DA6E852A81D,3.5,1171,0.5,0,1171,20974,2015-03-31
9572F1FC6EA003AED15300325D87F8BE,0.0,3286,0.0,1,3286,4904,2015-03-31
95835FE0511593DC17B07D3EFEF8B431,1.55,1108,0.65,0,1108,20974,2015-03-31
95A5498A6F5177CD3F3577E8E66BFE34,0.0,3416,0.0,0,3416,4904,2015-03-31
9600CFFCE8992CD1D2855A3C5DF3DB8D,8.01,1891,0.99,0,1891,46673,2015-03-31
9609C64ABDFC7B2F3954EE89D41A4D1E,15.66,3307,0.34,0,3307,4904,2015-03-31
9614150DDA0E48D1A9AFCADCBB9B2518,11.39,3383,0.67,0,3383,4904,2015-03-31
96200708931D2153DD9C7B6A6B5A7AD4,11.06,1822,0.74,0,1822,46673,2015-03-31
9699445D68ADB4B767D9B44D3FB6FADE,0.0,1133,0.93,0,1133,20974,2015-03-31
98550E121B460689A4727D89055F0C2F,0.0,3322,0.47,0,3322,4904,2015-03-31
9896ED5F0AA25D9E66A9779334772F3F,0.0,3409,0.0,0,3409,4904,2015-03-31
98BFB3C795AAFEEC0230B0130B4B5D61,0.0,1859,0.7,0,1859,46673,2015-03-31
990F24CA36F7FE4C7E89FA64AA499B6B,0.0,1838,0.92,0,1838,46673,2015-03-31
99E391310969281E3F116FFE73A4A1AF,8.39,1855,0.96,0,1855,46673,2015-03-31
9B3A8758BAB08532520404E55808E2A1,0.0,3442,0.0,0,3442,4904,2015-03-31
9B3FBB5E99EFFE61C09AC6051DB826CA,0.0,3273,0.0,0,3273,4904,2015-03-31
9B6C1923ABDAAABE4D76EFEFFB3F1384,4.28,3162,0.47,0,3162,12631,2015-03-31
9C31FA1E9A9C4E413E289D4850D5DED0,0.0,3389,0.0,1,3389,4904,2015-03-31
9C75470058FAEB2F258FA8E66F6818DA,5.02,3166,1.23,0,3166,12631,2015-03-31
9C8AD905EB4602D0B85F0CD1040E7E23,13.25,1867,0.0,1,1867,46673,2015-03-31
9CAA5B4AAE8D59D23C9A8E7A982C28C1,0.0,3188,0.6,0,3188,12631,2015-03-31
9CC45FAAC5DED4C738AE96CCB80470A8,11.55,1862,0.7,0,1862,46673,2015-03-31
9CC6A1FB2A1D6999B1E0D0CF6A0B82EE,0.0,3317,0.57,0,3317,4904,2015-03-31
9CE682BE25050C3B0CAD327EE1F490D1,0.0,3102,0.49,0,3102,12631,2015-03-31
9DDD4EB27A427C22CF5F84BFEBADFEC5,9.37,3259,0.83,0,3259,4904,2015-03-31
9E0862757E7D266E1C975E4FB022F466,0.0,3440,0.0,0,3440,4904,2015-03-31
9E83B43955123B780C0427F5233510A1,0.0,3119,0.55,0,3119,12631,2015-03-31
9EAE5295196D42F02CFD13449CC6BACA,0.0,1159,0.56,0,1159,20974,2015-03-31
9ED91AADC578C10C109292FFCE79BE9A,0.0,3349,0.57,0,3349,4904,2015-03-31
9FD0C9939F0B5585FF04EE29438B1DE8,4.61,1117,1.19,0,1117,20974,2015-03-31
9FEC51C1625FAEBCE72783144D8C8DA8,0.0,3447,0.99,0,3447,4904,2015-03-31
9FF16F0D81AE1C3A9C7AA6D566FE96BA,13.7,1898,0.0,1,1898,46673,2015-03-31
A00B13EC7FF5E8AC6E6689102E46040E,13.25,3342,0.0,1,3342,4904,2015-03-31
A03F57A1E670A2EB63EB28E6B9439DFF,13.46,3089,0.54,0,3089,12631,2015-03-31
A0A6CBF717D717A43F0CBBAF2BF398A3,9.16,1122,0.84,0,1122,20974,2015-03-31
A0B56580892343221E28E1201CB84C61,0.0,1844,1.24,0,1844,46673,2015-03-31
A13F563E73982A000C710786D864FFFE,12.74,1063,0.56,0,1063,20974,2015-03-31
A1C9B3A257D89240BB0A0F2A2109F177,2.92,3173,0.58,0,3173,12631,2015-03-31
A2223F56239A101E7ACEA7514F1EDDD5,0.0,1874,0.83,0,1874,46673,2015-03-31
A2854C75D13EA619A7C542B612431B48,0.0,1835,0.67,0,1835,46673,2015-03-31
A2F11BA85582853DFC7463476DDAFE12,8.83,1865,0.92,0,1865,46673,2015-03-31
A3618779213F7627520D46EA91A96B78,0.37,3170,0.38,0,3170,12631,2015-03-31
A4B1758BF5A0B60C98D831955DFE1A0E,0.0,3412,0.0,1,3412,4904,2015-03-31
A4D60A02BE87E15421F3574229E258D5,0.0,3421,0.51,0,3421,4904,2015-03-31
A5034FC68B9CE254BAB8D3BC25CED6DD,0.0,3247,0.41,0,3247,4904,2015-03-31
A50F07329DCBD68AD88A3E525DB5A375,0.0,3358,0.47,0,3358,4904,2015-03-31
A524A6B209D6F3D689CDB541DB467004,0.0,3360,0.57,0,3360,4904,2015-03-31
A52E81B257DCE6A9B85294C602AFF82F,0.0,3280,0.54,0,3280,4904,2015-03-31
A5CA04E2E1FAE0D5EC9E3C3D565E0A62,0.0,1131,0.0,0,1131,20974,2015-03-31
A5EE1F0C6829A1BC93CB2D23D864B87E,0.66,1066,0.34,0,1066,20974,2015-03-31
A6FCA050E2BED827FB53B0DFB319FF22,1.86,3313,0.64,0,3313,4904,2015-03-31
A74069672724B696EF3A957C8819419E,0.0,1073,1.0,0,1073,20974,2015-03-31
A7841ED7AA3EEF254B36CA588E595D03,10.41,1105,0.74,0,1105,20974,2015-03-31
A7A781B350A19EEE2D140FE943E8C49A,0.0,3123,0.8,0,3123,12631,2015-03-31
A998C33CFCDCEB111ACB7AC6C59DB231,0.0,3426,0.64,0,3426,4904,2015-03-31
A9C1D8AD53E3198FF685B2A39344E429,1.03,1148,1.47,0,1148,20974,2015-03-31
AA1837411E96A4AACB537074F34B9CD4,0.0,3445,0.56,1,3445,4904,2015-03-31
AA648F977C32C1DAE422AA85263CE911,2.03,1136,0.62,0,1136,20974,2015-03-31
AB83626940CBAEF8FD0D195C29188326,0.0,1067,0.0,0,1067,20974,2015-03-31
AC8A5757613F70394BB5C57223582DC2,0.0,3294,0.42,0,3294,4904,2015-03-31
ACC048F1EF33CF13C5541E964C2A7855,10.41,1109,0.74,0,1109,20974,2015-03-31
AD12D7E2602A7F2292C94BCA3C60EF2F,0.46,1846,0.54,0,1846,46673,2015-03-31
AD3FCFB71693168B1D328259897A1F9C,4.28,3156,0.47,0,3156,12631,2015-03-31
AD8868A743DDBFEE5EC8A51F63ABD9A9,0.0,1079,0.0,0,1079,20974,2015-03-31
AD972291AF84BB9A491980691FAF1FB1,0.0,3414,0.64,0,3414,4904,2015-03-31
AE0D18777836BB8510F2476695A82BFE,0.0,3449,0.54,0,3449,4904,2015-03-31
AE7F74FC334E68238BDD4D5842707BBA,0.0,1885,1.53,0,1885,46673,2015-03-31
AEEE19922CD27E7B876A0BFF565C4058,1.77,3157,0.68,0,3157,12631,2015-03-31
B01BB06EEA690E66B54751D9560E7A98,0.0,1085,0.74,0,1085,20974,2015-03-31
B06A4E2C604A8652620CE25DCE4916BE,13.5,1147,0.5,0,1147,20974,2015-03-31
B070F1D7769AF69306AD85309DD6B54E,0.2,1878,0.0,1,1878,46673,2015-03-31
B1254A775DB57AAC1542C86EBADEB710,0.0,1132,1.44,0,1132,20974,2015-03-31
B1D1B31AB88446948E2F39AED00D95C4,0.68,1888,1.02,0,1888,46673,2015-03-31
B2881624C03E7F578ACF59C9ABB83AFD,0.0,3438,0.0,0,3438,4904,2015-03-31
B32825F48931E400E351E5F93CF69C66,0.0,1823,0.47,0,1823,46673,2015-03-31
B526BD93F7D7F1232BBE982F791E2490,0.0,3436,0.57,0,3436,4904,2015-03-31
B52D9AEFAAFACA971F6E6768E0FA5781,0.0,3306,0.7,0,3306,4904,2015-03-31
B544F1D8B04A0973978601B73486627F,13.25,1896,0.0,1,1896,46673,2015-03-31
B5C09928AC2C505AB51613FCD0B004CC,0.0,1128,1.03,0,1128,20974,2015-03-31
B64E18C3EE6D56DA0208191B30F2B66F,14.03,3356,0.47,0,3356,4904,2015-03-31
B688004619DE9B9F569D4C5FF3F36AB4,3.46,3083,0.54,0,3083,12631,2015-03-31
B6B5F02FD5E5AFA3522758CBC1AF752B,0.0,3320,0.41,0,3320,4904,2015-03-31
B7BCE9C35F8D652C2C67378318941175,0.0,3343,0.13,1,3343,4904,2015-03-31
B827A5D22A56C11AA2D5F93ED0810B73,14.04,1160,0.46,0,1160,20974,2015-03-31
B86D0EC979B68142C556C0E70577D9C3,0.0,3085,0.54,0,3085,12631,2015-03-31
B945B72FC06F54B4D0B9C87B56890E61,0.0,1832,0.7,0,1832,46673,2015-03-31
B99E52DDD16D3C67C50AE5C2331489BD,0.0,3459,0.0,1,3459,4904,2015-03-31
B9EE120BD529406D96C1ED09F624C29A,11.83,3176,0.67,0,3176,12631,2015-03-31
BA76C3442672A600419936ED46DD6C5D,89.48,3357,0.82,0,3357,4904,2015-03-31
BA9BB151CDC20891095E28F0ED93A3B5,14.5,3448,0.0,1,3448,4904,2015-03-31
BAC6FC0A549A0152D023BAA6B6580D1D,3.46,3165,0.54,0,3165,12631,2015-03-31
BACE23081435AF770182A9397D7DE73A,0.0,1875,0.54,0,1875,46673,2015-03-31
BC34274A504A4314D28B77A0CEF1C2C8,0.0,3348,0.0,0,3348,4904,2015-03-31
BC777316B3BCAF0C94F220C6F419939C,0.0,3327,0.0,0,3327,4904,2015-03-31
BC981EB107E21363D35532599712A14C,0.0,1840,0.68,0,1840,46673,2015-03-31
BD21FCCB13563E2CF8C6AC4EE0B5084E,0.0,1118,0.5,0,1118,20974,2015-03-31
BD37FA678BAAFC4660D1960B23560BFC,2.3,3468,0.6,0,3468,4904,2015-03-31
BE011EAC18BBAD944C6172372A709652,0.0,1069,0.0,0,1069,20974,2015-03-31
BED71D51C9CE3412581F86B208676679,0.0,1168,1.1,0,1168,20974,2015-03-31
BF1B20A513CD841F1B5D2C4C5C45FF9C,0.0,3111,0.96,0,3111,12631,2015-03-31
BF5F85010CD634699EC8B726924DC229,15.94,1115,0.31,0,1115,20974,2015-03-31
BFD9370AB636B17CC6E658776F32B48E,14.03,3471,0.47,0,3471,4904,2015-03-31
C05F0F76DA372780F3A4F0BE05582A0B,0.0,3189,0.0,0,3189,12631,2015-03-31
C09B6C65A3BCE33CB5D092880BA5C0E1,13.46,3134,0.54,0,3134,12631,2015-03-31
C0AF197802D9DFDE8093D0F49C6FC9BD,0.12,1061,0.38,0,1061,20974,2015-03-31
C1AD43F5C1D831D305108935B0675487,0.0,3121,0.87,0,3121,12631,2015-03-31
C20D32E5D98D367E6E02AD89F568EFE8,0.0,1158,1.47,0,1158,20974,2015-03-31
C316816E4AD2B2327EC292603CE90861,0.46,1827,0.54,0,1827,46673,2015-03-31
C33E586F8001BD90E3F6001905AA0309,11.86,3401,0.64,0,3401,4904,2015-03-31
C3B505B0C2EAA6D11A2D3C0418F2E112,0.25,1062,0.75,0,1062,20974,2015-03-31
C452BF07EEA06D6F5C9E6F494F2152AB,0.0,3408,0.94,0,3408,4904,2015-03-31
C5B27078A63D341DB20BF3F8FB3D98AC,0.64,1127,0.26,0,1127,20974,2015-03-31
C61D6E8D3C4A358C9F0426C97C26DEDA,12.31,1129,0.59,0,1129,20974,2015-03-31
C73A9482B77DD6CF95EF62ECB8E64543,0.55,1834,0.7,0,1834,46673,2015-03-31
C7AB5918FB0B2DDF10CD86F23631D9FC,5.04,1101,1.16,0,1101,20974,2015-03-31
C7CBE5DDDD32855C4E2C69050E7EC5E2,14.74,3284,0.41,1,3284,4904,2015-03-31
C7D6AFF0562EB210CD9DF616970D497A,11.34,3090,0.71,0,3090,12631,2015-03-31
C811EEBCB0C2BCEDA07236E1EBAD9BCB,1.39,3377,0.67,0,3377,4904,2015-03-31
C95C158A9D8656DF95E7988895619680,0.0,1089,0.53,0,1089,20974,2015-03-31
C9971E7570EA60EA421422D67B74824D,13.46,3149,0.54,0,3149,12631,2015-03-31
C9F7F8D8F7E667B2AF0C1BDA8AB58016,0.0,3380,0.0,1,3380,4904,2015-03-31
CA1FB0D0E8A673C8C5B2A00C48D04E75,4.0,3295,0.0,1,3295,4904,2015-03-31
CA267A3AF26DA1608AC8AB03A5A25687,1.86,3374,0.64,0,3374,4904,2015-03-31
CCC3945E257BA7689CD4D381046F8844,0.0,3458,0.0,1,3458,4904,2015-03-31
CCF7D0EA0D75FB5A3C4287337F038CF9,1.76,1100,0.64,0,1100,20974,2015-03-31
CD26E3600BB1435D286E00AA84F4FBD6,0.0,1102,0.59,0,1102,20974,2015-03-31
CDA46CBFED27F9305D34B5A7FBEE7885,0.0,1824,0.0,1,1824,46673,2015-03-31
CE225481D0607324726693215F5BA46F,0.46,3114,0.54,0,3114,12631,2015-03-31
CECA6E7059A8268866647960D59975CB,0.0,1142,0.84,0,1142,20974,2015-03-31
CEEC339D76B64A0887D6784B9726FC00,0.0,1080,0.7,0,1080,20974,2015-03-31
CF6E83D256AF4AB181FCE9B3B56F5275,0.0,3274,0.6,0,3274,4904,2015-03-31
CF918EB50EBFC05F3F6AA7542CB82E7F,0.0,3319,0.48,0,3319,4904,2015-03-31
CFFA8C8809E167EB8A39E0C26AC29195,0.0,3335,0.51,0,3335,4904,2015-03-31
D044821BB6642111487A42FBDB6666F3,0.0,1848,0.41,0,1848,46673,2015-03-31
D073F62DE987EC697516013FB2C170A7,12.68,3328,0.57,0,3328,4904,2015-03-31
D078771DEDD701660CC8897271EB5BB7,11.55,1064,0.65,0,1064,20974,2015-03-31
D09E649C748AB40C8E663D49EAB94FBE,0.46,1854,0.79,0,1854,46673,2015-03-31
D0EF2329A7BC4379A3B3BB735F4F48B1,10.2,3084,0.8,0,3084,12631,2015-03-31
D127317091D4F8E0BB3EE19ED75AA33A,0.0,3427,0.0,0,3427,4904,2015-03-31
D17820F19D6AF5D19A837C72E2F41905,0.13,3105,0.12,0,3105,12631,2015-03-31
D22C1364D7654689CF6996DB77AB8BE8,0.0,3117,0.8,0,3117,12631,2015-03-31
D22D2FA2F6B6F085B2F93EEBBF144AD0,0.0,1845,0.76,0,1845,46673,2015-03-31
D26A37DE7DA060A1CFEF46E69BC597BB,13.08,3178,0.57,0,3178,12631,2015-03-31
D3FD6E875647697F525715F43EFE3029,4.72,1170,1.18,0,1170,20974,2015-03-31
D42920AFC3279EC9F23C09FD2397189B,0.0,3441,0.0,0,3441,4904,2015-03-31
D478D268B8C5A2494CA7BECCAD6802F8,11.77,1821,0.18,1,1821,46673,2015-03-31
D49D93028B35C7DAF10A1BA73EE3578F,0.0,3406,0.7,0,3406,4904,2015-03-31
D4FFBDB41B1455B3DFD07A8A9754BF27,11.77,3174,0.68,0,3174,12631,2015-03-31
D5D9EFC87AE6EA6DD6DF92D33B4B4A06,0.0,3186,0.78,0,3186,12631,2015-03-31
D5FAE7DB493A62D01C5391BF59047727,0.0,3361,0.51,0,3361,4904,2015-03-31
D6125F4AED7014329723DCB6FEFA433A,0.99,3420,0.71,0,3420,4904,2015-03-31
D69E00DE02CFD2D88B8894218CC1EE4F,88.34,1826,0.96,0,1826,46673,2015-03-31
D6B4EBD6474CF95AAC3188554A4D7904,0.0,3332,1.55,0,3332,4904,2015-03-31
D6BD1112E66422005B13B6D48FF1FDC7,4.07,1106,1.23,0,1106,20974,2015-03-31
D6DBCCD62EFA25BBD003F4DC174D7BBD,18.16,3364,0.14,1,3364,4904,2015-03-31
D7569B69A49108A375B4F265BDDBB570,0.09,3154,0.16,0,3154,12631,2015-03-31
D7CCF4153FB8C4EA315FC3CA5F1426DA,0.0,3350,0.0,1,3350,4904,2015-03-31
D845F34B959B45ADE49A58E52D4A160B,0.0,3266,0.0,0,3266,4904,2015-03-31
D8478E5899A046180CF139DE4F575BC8,1.01,1833,0.74,0,1833,46673,2015-03-31
D8587FBB28DD1AB2B51C1D3001205475,0.0,3311,0.71,0,3311,4904,2015-03-31
D86903AF5553A5919B8A6DBF4909B3BC,3.12,3152,1.38,0,3152,12631,2015-03-31
D89C760AD60871B725B1B25AF9ED72AC,0.0,3456,0.69,0,3456,4904,2015-03-31
D89F6E6E0BD01C3C22F9E603BC14FCB0,0.0,1857,0.6,0,1857,46673,2015-03-31
D950E204341E16AFCC56F1DEC4F8CFB1,0.0,1059,0.46,0,1059,20974,2015-03-31
DAB0A88E0C80A812CB05625BD1014EE9,0.0,3470,0.79,0,3470,4904,2015-03-31
DB102550A619A957FB4F8061FDDBC1A5,0.0,3316,0.8,0,3316,4904,2015-03-31
DCA01591DDCCBA1FE7B91B579E80EE66,0.0,3472,0.59,0,3472,4904,2015-03-31
DD5E055FEC64248783DBAE7336066571,3.06,3404,0.54,0,3404,4904,2015-03-31
DE95D7DFA77873748334924C722E042E,0.0,3255,0.0,0,3255,4904,2015-03-31
DEA3C2D09E8627E0E11FD8ADF8DD72DD,0.0,3394,0.0,1,3394,4904,2015-03-31
DEA5CC7729A3DA0D2A3A303F58B283C8,0.0,1880,1.72,0,1880,46673,2015-03-31
DFE3C157AF5D597F2BD52E0863B7D10A,0.16,1076,0.14,0,1076,20974,2015-03-31
DFE43E661455F3FA9A87902286BA8619,0.0,1058,0.0,0,1058,20974,2015-03-31
E0976053B3581497507596524F0D260F,0.06,3251,0.0,1,3251,4904,2015-03-31
E129FFDEA1DF28F1659D9E7965C0D228,0.0,3324,0.51,0,3324,4904,2015-03-31
E215EA1BBC4C2CEDAE5A67D39D94D149,0.0,1154,0.5,0,1154,20974,2015-03-31
E2313538D982398AF10D77E585D4A81D,0.0,3265,1.78,0,3265,4904,2015-03-31
E2D998ED18E7BC120430CD5BD26D0BCA,0.0,1093,0.0,0,1093,20974,2015-03-31
E396ABE4BE3205BD7F2C6D25F0BA1268,0.0,1871,0.11,1,1871,46673,2015-03-31
E3B6E62E572735F969B418033BF07006,0.47,3132,0.78,0,3132,12631,2015-03-31
E43E8C05793E124CFB66C423A6F9B17A,4.03,3303,0.47,0,3303,4904,2015-03-31
E470171F5A2D2F12A980F987DB491671,0.0,1830,0.71,0,1830,46673,2015-03-31
E48533DC3F0CFC0E9E4AE9F9AE2C2736,0.0,3336,0.0,0,3336,4904,2015-03-31
E52AE727BC775B58440F954889F3BE35,0.0,1104,0.62,0,1104,20974,2015-03-31
E58D8369B0D4531681EB977E0439B55F,0.0,3333,0.47,0,3333,4904,2015-03-31
E5CD41EEE8145B5E2A5F4EB9CA49BDAF,0.0,1837,0.36,0,1837,46673,2015-03-31
E5DDCF19597EE88457091554E3D24176,14.58,3268,0.42,0,3268,4904,2015-03-31
E5E3D7F6013953AFA167A9F25F4954FA,12.4,3260,0.0,1,3260,4904,2015-03-31
E652CC6CC156A851F8B8AB1B5967A43E,0.0,3099,0.67,0,3099,12631,2015-03-31
E6D2A3F37DC1DFFC1274671D84696461,3.12,3158,1.38,0,3158,12631,2015-03-31
E71545F6E88EAF91262391052B7D4CF7,0.0,1162,0.0,0,1162,20974,2015-03-31
E7A1253F44BD0E2EFFD9EE7C96E6BE28,7.0,1156,1.0,0,1156,20974,2015-03-31
E82BC18DABEB22F355A69BD12B14B230,8.37,3282,0.13,1,3282,4904,2015-03-31
E85A34F0FA341CB1792EFB198C6FEC9F,0.0,3100,0.68,0,3100,12631,2015-03-31
E8FE1ECC953B842FA887E16606AADD47,0.01,3088,0.74,0,3088,12631,2015-03-31
E92BFAA932D7AF80CF4A333B7029F736,12.68,3269,0.57,0,3269,4904,2015-03-31
E92F140D37413B6093196A3E68F64807,0.0,3095,0.54,0,3095,12631,2015-03-31
E9C1F4DF58E0B8B620BEB2B16C305ABC,0.92,1161,0.78,0,1161,20974,2015-03-31
E9E69441816B5263B0B694F7F081FD84,1.66,1116,0.64,0,1116,20974,2015-03-31
EA61EACE6824DA6FB7FA053CC4618426,0.74,3291,0.41,0,3291,4904,2015-03-31
EB5F552758A2FEA236DD4D508DF2BFE8,0.0,1851,0.74,0,1851,46673,2015-03-31
ECA60717105925351E9715A39DC5D19A,0.0,3444,0.0,0,3444,4904,2015-03-31
